"Sampling.Unit.Name","Start.Time","End.Time","Spp","Common.Name","Scientific.Name","Count","Date","Latitude","Longitude","SiteName","Ha","Sitio","Wind","Precipitation","PercentCloudCover","DominantCoverType","TidalConditions","VegetationHeight","DisturbGeneral.Collected","VisibleArea.VisibleArea","PercentCover.PercentFlood","CoverType.SecondaryCoverType","PercentCover.PercentVegetated"
"HT1","17:14:00","17:25:00","KEGU","Kelp Gull","Larus dominicanus",2,2023-07-11,NA,NA,NA,NA,NA,0,0,70,14,2,1,0,100,35,NA,15
"HT2","16:01:00","16:12:00","KEGU","Kelp Gull","Larus dominicanus",12,2022-07-22,-41.715529,-73.153404,"Humedales de Calbuco - Huito",3.54,6,1,1,80,14,2,0,0,100,50,NA,0
"HT2","17:01:00","17:11:00","KEGU","Kelp Gull","Larus dominicanus",8,2023-07-11,-41.715529,-73.153404,"Humedales de Calbuco - Huito",3.54,6,0,0,70,14,2,1,0,100,30,17,20
"HT3","15:43:00","15:57:00","KEGU","Kelp Gull","Larus dominicanus",34,2022-07-22,-41.713402,-73.152487,"Humedales de Calbuco - Huito",3.55,6,0,1,80,14,2,0,1,100,40,NA,0
"HT3","16:48:00","16:59:00","KEGU","Kelp Gull","Larus dominicanus",19,2023-07-11,-41.713402,-73.152487,"Humedales de Calbuco - Huito",3.55,6,0,0,70,14,2,1,0,90,30,17,20
"HT4","15:20:00","15:36:00","KEGU","Kelp Gull","Larus dominicanus",36,2022-07-22,-41.710741,-73.153072,"Humedales de Calbuco - Huito",7.13,6,0,1,80,15,2,0,0,100,40,14,0
"HT4","16:19:00","16:42:00","KEGU","Kelp Gull","Larus dominicanus",22,2023-07-11,-41.710741,-73.153072,"Humedales de Calbuco - Huito",7.13,6,0,0,70,14,2,1,0,90,35,17,15
"HT5","16:48:00","17:26:00","KEGU","Kelp Gull","Larus dominicanus",15,2022-07-21,NA,NA,NA,NA,NA,1,1,80,14,2,1,0,100,40,15,20
"HT5","17:31:00","17:47:00","KEGU","Kelp Gull","Larus dominicanus",65,2023-07-11,NA,NA,NA,NA,NA,0,0,80,14,2,1,0,80,40,15,25
"HUENTE1","10:51:00","11:03:00","KEGU","Kelp Gull","Larus dominicanus",0,2020-08-31,-31.624883,-71.557245,"Huentelauquén",3.03,3,0,0,100,13,1,1,0,100,50,16,2
"HUENTE1","13:31:00","13:58:00","KEGU","Kelp Gull","Larus dominicanus",2,2021-08-28,-31.624883,-71.557245,"Huentelauquén",3.03,3,4,0,10,13,1,1,1,100,50,16,2
"HUENTE1","13:34:00","13:44:00","KEGU","Kelp Gull","Larus dominicanus",2,2022-07-26,-31.624883,-71.557245,"Huentelauquén",3.03,3,2,0,0,13,7,1,1,100,5,16,2
"HUENTE1","14:52:00","15:12:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-09,-31.624883,-71.557245,"Huentelauquén",3.03,3,3,0,70,16,1,0,0,100,5,19,0
"HUENTE2","11:05:00","11:13:00","KEGU","Kelp Gull","Larus dominicanus",0,2020-08-31,-31.622319,-71.558399,"Huentelauquén",3.16,3,0,0,100,16,1,0,0,100,50,13,0
"HUENTE2","12:58:00","13:25:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-08-28,-31.622319,-71.558399,"Huentelauquén",3.16,3,4,0,10,16,1,0,1,100,50,13,0
"HUENTE2","12:59:00","13:31:00","KEGU","Kelp Gull","Larus dominicanus",2,2022-07-26,-31.622319,-71.558399,"Huentelauquén",3.16,3,2,0,0,16,7,0,1,100,5,13,0
"HUENTE2","14:18:00","14:42:00","KEGU","Kelp Gull","Larus dominicanus",5,2023-07-09,-31.622319,-71.558399,"Huentelauquén",3.16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUENTE3","11:15:00","11:32:00","KEGU","Kelp Gull","Larus dominicanus",0,2020-08-31,-31.619121,-71.561244,"Huentelauquén",6.83,3,0,0,100,16,1,1,0,100,20,19,10
"HUENTE3","12:45:00","12:55:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-08-28,-31.619121,-71.561244,"Huentelauquén",6.83,3,4,0,20,16,2,1,1,100,20,19,10
"HUENTE3","12:33:00","12:56:00","KEGU","Kelp Gull","Larus dominicanus",5,2022-07-26,-31.619121,-71.561244,"Huentelauquén",6.83,3,2,0,0,16,7,1,1,100,10,19,10
"HUENTE3","13:49:00","14:12:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-09,-31.619121,-71.561244,"Huentelauquén",6.83,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUENTE4","11:35:00","11:45:00","KEGU","Kelp Gull","Larus dominicanus",13,2020-08-31,-31.61626,-71.562541,"Huentelauquén",10.43,3,0,0,90,16,1,NA,0,100,20,19,0
"HUENTE4","12:23:00","12:33:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-08-28,-31.61626,-71.562541,"Huentelauquén",10.43,3,3,0,20,16,2,0,1,100,20,19,0
"HUENTE4","12:14:00","12:30:00","KEGU","Kelp Gull","Larus dominicanus",50,2022-07-26,-31.61626,-71.562541,"Huentelauquén",10.43,3,2,0,0,16,7,0,1,100,10,19,0
"HUENTE4","13:08:00","13:46:00","KEGU","Kelp Gull","Larus dominicanus",20,2023-07-09,-31.61626,-71.562541,"Huentelauquén",10.43,3,3,0,70,16,2,0,0,100,10,19,0
"HUENTE5","11:47:00","12:00:00","KEGU","Kelp Gull","Larus dominicanus",0,2020-08-31,-31.613084,-71.565049,"Huentelauquén",21.25,3,0,0,90,16,1,NA,0,100,5,19,0
"HUENTE5","12:13:00","12:18:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-08-28,-31.613084,-71.565049,"Huentelauquén",21.25,3,3,0,20,16,2,0,1,100,5,19,0
"HUENTE5","12:02:00","12:10:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-07-26,-31.613084,-71.565049,"Huentelauquén",21.25,3,2,0,0,16,7,0,1,100,5,19,0
"HUENTE5","12:57:00","13:07:00","KEGU","Kelp Gull","Larus dominicanus",28,2023-07-09,-31.613084,-71.565049,"Huentelauquén",21.25,3,3,0,70,16,2,0,0,100,5,13,0
"HUENTE6","12:02:00","12:15:00","KEGU","Kelp Gull","Larus dominicanus",1,2020-08-31,-31.6093,-71.570516,"Huentelauquén",17.89,3,0,0,80,16,1,NA,0,100,5,19,0
"HUENTE6","12:02:00","12:05:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-08-28,-31.6093,-71.570516,"Huentelauquén",17.89,3,3,0,20,16,2,0,1,100,5,19,0
"HUENTE6","11:50:00","11:58:00","KEGU","Kelp Gull","Larus dominicanus",2,2022-07-26,-31.6093,-71.570516,"Huentelauquén",17.89,3,2,0,0,16,7,0,1,100,5,19,0
"HUENTE6","12:42:00","12:57:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-09,-31.6093,-71.570516,"Huentelauquén",17.89,3,3,0,70,13,2,1,0,100,5,16,2
"LLUTA1","08:03:00","08:20:00","KEGU","Kelp Gull","Larus dominicanus",8,2022-07-09,-18.418425,-70.321363,"Río Lluta - Desembocadura",1.9,10,0,0,100,1,5,5,1,100,0,16,25
"LLUTA1","08:35:00","08:49:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-03,-18.418425,-70.321363,"Río Lluta - Desembocadura",1.9,10,0,0,100,1,2,5,1,100,NA,16,25
"LLUTA2","08:28:00","08:50:00","KEGU","Kelp Gull","Larus dominicanus",1,2022-07-09,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,0,0,100,1,5,5,1,90,5,16,20
"LLUTA2","08:50:00","09:24:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-03,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLUTA3","09:18:00","09:40:00","KEGU","Kelp Gull","Larus dominicanus",4,2022-07-09,-18.415116,-70.324111,"Río Lluta - Desembocadura",1.78,10,1,0,100,1,7,5,1,100,5,16,45
"LLUTA3","09:26:00","10:05:00","KEGU","Kelp Gull","Larus dominicanus",300,2023-07-03,-18.415116,-70.324111,"Río Lluta - Desembocadura",1.78,10,1,0,100,1,3,5,1,100,5,16,45
"LLUTA4","10:02:00","10:23:00","KEGU","Kelp Gull","Larus dominicanus",8,2022-07-09,-18.413824,-70.324603,"Río Lluta - Desembocadura",1.61,10,1,0,100,1,7,5,1,90,30,16,55
"LLUTA4","10:06:00","10:24:00","KEGU","Kelp Gull","Larus dominicanus",180,2023-07-03,-18.413824,-70.324603,"Río Lluta - Desembocadura",1.61,10,1,0,100,1,3,5,1,90,20,16,50
"LLUTA5","10:42:00","11:02:00","KEGU","Kelp Gull","Larus dominicanus",152,2022-07-09,-18.41296,-70.325797,"Río Lluta - Desembocadura",1.67,10,1,0,95,1,7,5,1,90,20,16,40
"LLUTA5","10:25:00","10:45:00","KEGU","Kelp Gull","Larus dominicanus",12,2023-07-03,-18.41296,-70.325797,"Río Lluta - Desembocadura",1.67,10,1,0,100,1,5,5,1,90,5,16,30
"MAIPO1","09:25:00","09:26:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-07-06,-33.627184,-71.633898,"SN Humedal río Maipo – Desembocadura",0.34,12,4,0,80,17,3,NA,0,0,NA,NA,NA
"MAIPO1","11:03:00","11:14:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-06-17,-33.627184,-71.633898,"SN Humedal río Maipo – Desembocadura",0.34,12,2,0,0,17,2,3,NA,100,50,NA,20
"MAIPO1","10:45:00","11:01:00","KEGU","Kelp Gull","Larus dominicanus",4,2023-07-06,-33.627184,-71.633898,"SN Humedal río Maipo – Desembocadura",0.34,12,0,0,NA,17,3,NA,1,30,70,NA,NA
"MAIPO13","11:48:00","11:59:00","KEGU","Kelp Gull","Larus dominicanus",520,2021-07-06,-33.621414,-71.631858,"SN Humedal río Maipo – Desembocadura",2.01,12,2,0,40,16,3,0,1,100,NA,15,NA
"MAIPO13","11:40:00","11:43:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-06-17,-33.621414,-71.631858,"SN Humedal río Maipo – Desembocadura",2.01,12,3,0,0,15,2,NA,1,100,80,16,NA
"MAIPO13","08:00:00","08:02:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-06,-33.621414,-71.631858,"SN Humedal río Maipo – Desembocadura",2.01,12,0,0,NA,NA,3,NA,NA,0,100,NA,NA
"MAIPO14","13:33:00","13:40:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-06-17,-33.620936,-71.628032,"SN Humedal río Maipo – Desembocadura",4.52,12,2,0,0,1,3,NA,0,90,60,NA,30
"MAIPO14","08:16:00","08:45:00","KEGU","Kelp Gull","Larus dominicanus",352,2023-07-06,-33.620936,-71.628032,"SN Humedal río Maipo – Desembocadura",4.52,12,0,0,NA,14,3,1,1,100,70,15,5
"MAIPO15","13:07:00","13:10:00","KEGU","Kelp Gull","Larus dominicanus",123,2022-06-17,-33.617487,-71.627127,"SN Humedal río Maipo – Desembocadura",2.73,12,1,0,0,15,3,2,0,100,50,16,20
"MAIPO15","08:39:00","08:58:00","KEGU","Kelp Gull","Larus dominicanus",36,2023-07-06,-33.617487,-71.627127,"SN Humedal río Maipo – Desembocadura",2.73,12,0,0,NA,15,4,1,1,65,80,19,5
"MAIPO2","09:26:00","09:33:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-07-06,-33.626378,-71.632592,"SN Humedal río Maipo – Desembocadura",0.8,12,4,0,80,16,3,NA,1,100,NA,NA,NA
"MAIPO2","11:23:00","11:26:00","KEGU","Kelp Gull","Larus dominicanus",5,2022-06-17,-33.626378,-71.632592,"SN Humedal río Maipo – Desembocadura",0.8,12,3,0,0,16,2,NA,0,100,40,15,0
"MAIPO2","10:35:00","10:44:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-06,-33.626378,-71.632592,"SN Humedal río Maipo – Desembocadura",0.8,12,0,0,NA,16,3,1,1,95,15,19,15
"MAIPO3","09:34:00","09:41:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-07-06,-33.624036,-71.632017,"SN Humedal río Maipo – Desembocadura",2.95,12,4,0,80,16,3,0,1,100,NA,NA,NA
"MAIPO3","11:30:00","11:35:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-06-17,-33.624036,-71.632017,"SN Humedal río Maipo – Desembocadura",2.95,12,3,0,0,16,2,NA,1,100,80,15,0
"MAIPO3","10:24:00","10:40:00","KEGU","Kelp Gull","Larus dominicanus",1,2023-07-06,-33.624036,-71.632017,"SN Humedal río Maipo – Desembocadura",2.95,12,0,0,NA,16,3,NA,1,95,40,19,NA
"MAIPO5","09:51:00","09:54:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-07-06,-33.619794,-71.630302,"SN Humedal río Maipo – Desembocadura",2.42,12,5,0,65,16,3,1,1,100,NA,NA,20
"MAIPO5","13:22:00","13:30:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-06-17,-33.619794,-71.630302,"SN Humedal río Maipo – Desembocadura",2.42,12,3,0,0,15,3,2,0,85,20,16,20
"MAIPO5","09:12:00","09:20:00","KEGU","Kelp Gull","Larus dominicanus",139,2023-07-06,-33.619794,-71.630302,"SN Humedal río Maipo – Desembocadura",2.42,12,0,0,NA,16,3,NA,1,100,45,19,NA
"MAIPO6","09:55:00","10:05:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-07-06,-33.618165,-71.629852,"SN Humedal río Maipo – Desembocadura",2.78,12,3,0,50,16,3,0,1,100,NA,NA,NA
"MAIPO6","13:14:00","13:20:00","KEGU","Kelp Gull","Larus dominicanus",174,2022-06-17,-33.618165,-71.629852,"SN Humedal río Maipo – Desembocadura",2.78,12,2,0,0,15,3,2,0,90,30,16,10
"MAIPO6","08:00:00","08:02:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-06,-33.618165,-71.629852,"SN Humedal río Maipo – Desembocadura",2.78,12,0,0,NA,NA,3,NA,NA,0,100,NA,NA
"MAIPO7","10:06:00","10:23:00","KEGU","Kelp Gull","Larus dominicanus",1,2021-07-06,-33.616539,-71.629421,"SN Humedal río Maipo – Desembocadura",2.52,12,3,0,50,16,3,0,1,100,NA,NA,NA
"MAIPO7","12:53:00","13:05:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-06-17,-33.616539,-71.629421,"SN Humedal río Maipo – Desembocadura",2.52,12,2,0,0,15,1,2,1,90,20,16,20
"MAIPO7","08:00:00","08:02:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-06,-33.616539,-71.629421,"SN Humedal río Maipo – Desembocadura",2.52,12,0,0,NA,NA,3,NA,NA,0,100,NA,NA
"MAIPO8","10:35:00","10:42:00","KEGU","Kelp Gull","Larus dominicanus",69,2021-07-06,-33.614738,-71.628589,"SN Humedal río Maipo – Desembocadura",3.17,12,3,0,50,16,3,0,1,100,NA,NA,NA
"MAIPO8","12:22:00","12:50:00","KEGU","Kelp Gull","Larus dominicanus",205,2022-06-17,-33.614738,-71.628589,"SN Humedal río Maipo – Desembocadura",3.17,12,3,0,0,15,1,NA,NA,100,20,16,NA
"MAIPO8","08:00:00","08:02:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-06,-33.614738,-71.628589,"SN Humedal río Maipo – Desembocadura",3.17,12,0,0,NA,NA,3,NA,NA,0,100,NA,NA
"MANTA10","09:45:00","09:45:00","KEGU","Kelp Gull","Larus dominicanus",0,2020-07-23,-32.877974,-71.509992,"Mantagua",1.82,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANTA10","12:21:00","12:25:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-07-15,-32.877974,-71.509992,"Mantagua",1.82,9,0,0,0,16,4,0,1,100,NA,NA,NA
"MANTA10","10:27:00","10:34:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-06-28,-32.877974,-71.509992,"Mantagua",1.82,9,1,0,0,16,3,1,0,100,10,NA,10
"MANTA10","16:39:00","16:43:00","KEGU","Kelp Gull","Larus dominicanus",1,2023-07-12,-32.877974,-71.509992,"Mantagua",1.82,9,3,0,NA,16,3,NA,0,95,5,NA,NA
"MANTA12","11:08:00","11:11:00","KEGU","Kelp Gull","Larus dominicanus",0,2020-07-23,-32.877328,-71.508418,"Mantagua",1.05,9,3,0,10,1,4,5,NA,100,70,NA,30
"MANTA12","12:40:00","12:45:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-07-15,-32.877328,-71.508418,"Mantagua",1.05,9,0,0,0,1,4,5,1,60,NA,NA,40
"MANTA12","10:50:00","10:56:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-06-28,-32.877328,-71.508418,"Mantagua",1.05,9,0,0,0,1,3,5,1,80,80,NA,20
"MANTA12","16:56:00","17:00:00","KEGU","Kelp Gull","Larus dominicanus",1,2023-07-12,-32.877328,-71.508418,"Mantagua",1.05,9,3,0,NA,1,3,5,0,75,80,NA,20
"MANTA15","10:46:00","10:56:00","KEGU","Kelp Gull","Larus dominicanus",0,2020-07-23,-32.880188,-71.508452,"Mantagua",1.55,9,3,0,10,1,4,2,NA,100,75,NA,25
"MANTA15","13:25:00","13:33:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-07-15,-32.880188,-71.508452,"Mantagua",1.55,9,0,0,0,1,4,0,1,100,NA,NA,NA
"MANTA15","11:06:00","11:11:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-06-28,-32.880188,-71.508452,"Mantagua",1.55,9,0,0,0,16,5,5,0,60,40,NA,60
"MANTA15","17:15:00","17:18:00","KEGU","Kelp Gull","Larus dominicanus",1,2023-07-12,-32.880188,-71.508452,"Mantagua",1.55,9,3,0,NA,1,3,5,0,70,75,NA,20
"MANTA6","09:45:00","09:58:00","KEGU","Kelp Gull","Larus dominicanus",0,2020-07-23,-32.883983,-71.50744,"Mantagua",2.94,9,1,0,10,1,4,4,NA,90,70,NA,20
"MANTA6","10:58:00","11:06:00","KEGU","Kelp Gull","Larus dominicanus",2,2021-07-15,-32.883983,-71.50744,"Mantagua",2.94,9,0,0,0,1,4,5,1,90,NA,NA,10
"MANTA6","09:40:00","09:52:00","KEGU","Kelp Gull","Larus dominicanus",1,2022-06-28,-32.883983,-71.50744,"Mantagua",2.94,9,1,0,0,1,4,4,1,80,40,NA,60
"MANTA6","15:47:00","16:05:00","KEGU","Kelp Gull","Larus dominicanus",1,2023-07-12,-32.883983,-71.50744,"Mantagua",2.94,9,1,0,NA,1,3,5,0,80,70,NA,30
"MANTA7","09:59:00","10:32:00","KEGU","Kelp Gull","Larus dominicanus",0,2020-07-23,-32.883818,-71.509994,"Mantagua",6.14,9,1,0,10,16,4,2,NA,100,65,NA,10
"MANTA7","11:07:00","11:33:00","KEGU","Kelp Gull","Larus dominicanus",32,2021-07-15,-32.883818,-71.509994,"Mantagua",6.14,9,0,0,0,1,4,1,1,100,NA,16,10
"MANTA7","09:51:00","10:06:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-06-28,-32.883818,-71.509994,"Mantagua",6.14,9,1,0,0,1,1,4,0,100,20,16,20
"MANTA7","16:07:00","16:17:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-12,-32.883818,-71.509994,"Mantagua",6.14,9,2,0,NA,16,3,1,0,90,20,NA,15
"MANTA8","10:33:00","10:39:00","KEGU","Kelp Gull","Larus dominicanus",0,2020-07-23,-32.881717,-71.509864,"Mantagua",2.79,9,1,0,10,16,4,2,NA,100,30,NA,5
"MANTA8","12:04:00","12:13:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-07-15,-32.881717,-71.509864,"Mantagua",2.79,9,0,0,0,16,4,0,1,100,NA,NA,NA
"MANTA8","10:07:00","10:19:00","KEGU","Kelp Gull","Larus dominicanus",16,2022-06-28,-32.881717,-71.509864,"Mantagua",2.79,9,1,0,0,16,1,0,0,100,10,NA,0
"MANTA8","16:19:00","16:28:00","KEGU","Kelp Gull","Larus dominicanus",48,2023-07-12,-32.881717,-71.509864,"Mantagua",2.79,9,2,0,NA,16,3,NA,0,90,5,NA,0
"MANTA9","09:21:00","09:27:00","KEGU","Kelp Gull","Larus dominicanus",0,2020-07-23,-32.879942,-71.50982,"Mantagua",2.34,9,1,0,100,16,4,2,NA,100,30,NA,5
"MANTA9","12:15:00","12:21:00","KEGU","Kelp Gull","Larus dominicanus",0,2021-07-15,-32.879942,-71.50982,"Mantagua",2.34,9,0,0,0,16,4,0,1,100,NA,NA,NA
"MANTA9","10:20:00","10:27:00","KEGU","Kelp Gull","Larus dominicanus",0,2022-06-28,-32.879942,-71.50982,"Mantagua",2.34,9,1,0,0,16,1,1,0,100,10,NA,10
"MANTA9","16:30:00","16:36:00","KEGU","Kelp Gull","Larus dominicanus",48,2023-07-12,-32.879942,-71.50982,"Mantagua",2.34,9,3,0,NA,16,3,NA,0,95,5,NA,NA
"MATAQ3","14:20:00","15:05:00","KEGU","Kelp Gull","Larus dominicanus",850,2022-07-02,-34.997417,-72.181099,"Río Mataquito – Desembocadura",28.57,11,3,0,10,15,5,0,1,100,100,NA,NA
"MATAQ3","14:05:00","14:45:00","KEGU","Kelp Gull","Larus dominicanus",711,2023-06-17,-34.997417,-72.181099,"Río Mataquito – Desembocadura",28.57,11,3,0,30,15,5,3,1,100,80,NA,10
"MATAQ4","15:50:00","16:40:00","KEGU","Kelp Gull","Larus dominicanus",120,2022-07-02,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,2,0,5,15,5,1,1,100,80,NA,10
"MATAQ4","15:05:00","16:00:00","KEGU","Kelp Gull","Larus dominicanus",82,2023-06-17,-35.016803,-72.178023,"Río Mataquito – Desembocadura",52.36,11,4,0,50,15,8,3,1,100,80,NA,10
"MATAQ6","13:30:00","13:50:00","KEGU","Kelp Gull","Larus dominicanus",135,2022-07-02,-34.9909099,-72.182579,"Río Mataquito – Desembocadura",28.23,11,4,0,30,15,5,1,1,100,70,16,10
"MATAQ6","13:25:00","13:52:00","KEGU","Kelp Gull","Larus dominicanus",208,2023-06-17,-34.9909099,-72.182579,"Río Mataquito – Desembocadura",28.23,11,3,0,60,14,6,2,NA,100,60,16,10
"PU1","11:40:00","12:00:00","KEGU","Kelp Gull","Larus dominicanus",15,2020-07-26,-41.789048,-73.217032,"Humedales de Calbuco - Pureo",6.43,7,1,1,60,14,8,1,1,100,40,NA,40
"PU1","10:52:00","11:12:00","KEGU","Kelp Gull","Larus dominicanus",24,2020-10-12,-41.789048,-73.217032,"Humedales de Calbuco - Pureo",6.43,7,0,0,80,14,2,1,0,100,60,NA,30
"PU1","08:04:00","08:20:00","KEGU","Kelp Gull","Larus dominicanus",6,2020-10-16,-41.789048,-73.217032,"Humedales de Calbuco - Pureo",6.43,7,0,0,100,14,7,1,1,100,40,NA,50
"PU1","15:04:00","15:23:00","KEGU","Kelp Gull","Larus dominicanus",91,2023-07-07,-41.789048,-73.217032,"Humedales de Calbuco - Pureo",6.43,7,1,0,90,14,2,1,0,70,50,NA,50
"PU2","12:36:00","12:55:00","KEGU","Kelp Gull","Larus dominicanus",25,2020-07-26,-41.784207,-73.210195,"Humedales de Calbuco - Pureo",16.9,7,3,1,100,19,8,1,1,100,60,NA,20
"PU2","11:53:00","12:08:00","KEGU","Kelp Gull","Larus dominicanus",25,2020-10-12,-41.784207,-73.210195,"Humedales de Calbuco - Pureo",16.9,7,1,0,10,19,1,1,0,100,60,NA,30
"PU2","09:00:00","09:09:00","KEGU","Kelp Gull","Larus dominicanus",18,2020-10-16,-41.784207,-73.210195,"Humedales de Calbuco - Pureo",16.9,7,1,0,90,19,8,1,1,100,60,NA,30
"QH","13:01:00","13:31:00","KEGU","Kelp Gull","Larus dominicanus",153,2020-07-26,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,2,1,80,14,8,1,NA,90,40,1,40
"QH","12:18:00","12:33:00","KEGU","Kelp Gull","Larus dominicanus",8,2020-10-12,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,1,0,50,14,1,1,0,80,40,1,20
"QH","09:21:00","09:39:00","KEGU","Kelp Gull","Larus dominicanus",12,2020-10-16,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,2,0,90,14,8,1,0,80,10,1,40
"QH","14:22:00","14:45:00","KEGU","Kelp Gull","Larus dominicanus",0,2023-07-07,-41.776825,-73.192468,"Humedales de Calbuco - Quihua",19.99,8,1,0,80,14,2,1,0,70,50,NA,50
"RL1","10:25:00","10:29:00","KEGU","Kelp Gull","Larus dominicanus",6,2022-07-13,-41.701098,-73.097172,"Humedales de Calbuco - Estero Rulo",5.46,5,0,0,30,14,2,1,1,100,40,17,20
"RL1","16:31:00","16:53:00","KEGU","Kelp Gull","Larus dominicanus",64,2023-07-10,-41.701098,-73.097172,"Humedales de Calbuco - Estero Rulo",5.46,5,1,0,NA,14,2,1,0,90,65,NA,15
"RL2","10:18:00","10:20:00","KEGU","Kelp Gull","Larus dominicanus",1,2022-07-10,-41.702253,-73.094639,"Humedales de Calbuco - Estero Rulo",6.22,5,0,0,30,14,2,1,0,100,40,17,20
"RL2","16:24:00","16:29:00","KEGU","Kelp Gull","Larus dominicanus",16,2023-07-10,-41.702253,-73.094639,"Humedales de Calbuco - Estero Rulo",6.22,5,1,0,0,14,2,1,0,100,65,17,20
"RL3","09:50:00","10:10:00","KEGU","Kelp Gull","Larus dominicanus",92,2022-07-13,-41.702648,-73.091733,"Humedales de Calbuco - Estero Rulo",6.63,5,0,0,30,14,4,1,0,100,40,17,30
"RL3","16:03:00","16:12:00","KEGU","Kelp Gull","Larus dominicanus",120,2023-07-10,-41.702648,-73.091733,"Humedales de Calbuco - Estero Rulo",6.63,5,1,0,0,14,2,1,0,NA,25,17,50
"RL4","15:45:00","16:00:00","KEGU","Kelp Gull","Larus dominicanus",26,2023-07-10,NA,NA,NA,NA,NA,1,0,0,14,2,1,0,90,25,17,45
"LLUTA2","08:28:00","08:50:00","KILL","Killdeer","Charadrius vociferus",2,2022-07-09,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,0,0,100,1,5,5,1,90,5,16,20
"LLUTA2","08:50:00","09:24:00","KILL","Killdeer","Charadrius vociferus",4,2023-07-03,-18.41661,-70.322793,"Río Lluta - Desembocadura",2.24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLUTA3","09:18:00","09:40:00","KILL","Killdeer","Charadrius vociferus",0,2022-07-09,-18.415116,-70.324111,"Río Lluta - Desembocadura",1.78,10,1,0,100,1,7,5,1,100,5,16,45
"LLUTA3","09:26:00","10:05:00","KILL","Killdeer","Charadrius vociferus",2,2023-07-03,-18.415116,-70.324111,"Río Lluta - Desembocadura",1.78,10,1,0,100,1,3,5,1,100,5,16,45
"LLUTA4","10:02:00","10:23:00","KILL","Killdeer","Charadrius vociferus",2,2022-07-09,-18.413824,-70.324603,"Río Lluta - Desembocadura",1.61,10,1,0,100,1,7,5,1,90,30,16,55
"LLUTA4","10:06:00","10:24:00","KILL","Killdeer","Charadrius vociferus",0,2023-07-03,-18.413824,-70.324603,"Río Lluta - Desembocadura",1.61,10,1,0,100,1,3,5,1,90,20,16,50
"LLUTA5","10:42:00","11:02:00","KILL","Killdeer","Charadrius vociferus",0,2022-07-09,-18.41296,-70.325797,"Río Lluta - Desembocadura",1.67,10,1,0,95,1,7,5,1,90,20,16,40
"LLUTA5","10:25:00","10:45:00","KILL","Killdeer","Charadrius vociferus",2,2023-07-03,-18.41296,-70.325797,"Río Lluta - Desembocadura",1.67,10,1,0,100,1,5,5,1,90,5,16,30
